RecordID,HP Category,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,r3mo_d_CAGI,r3mo_d_IR,r3mo_d_NonIR,r3mo_u_CAGI,r3mo_u_IR,r3mo_u_NonIR,r6mo_d_CAGI,r6mo_d_IR,r6mo_d_NonIR,r6mo_u_CAGI,r6mo_u_IR,r6mo_u_NonIR
405,20 hp,2012,9,254,2483778,50,592832,204,1890946,2392300.66666667,538768,1853532.66666667,244.666666666667,46,198.666666666667,2535557.33333333,591174.333333333,1944383,265.333333333333,55.3333333333333,210
406,20 hp,2012,10,274,2596016,44,494818,230,2101198,2407103.33333333,527376.666666667,1879726.66666667,249.333333333333,46,203.333333333333,2555660.33333333,532940,2022720.33333333,265.333333333333,47,218.333333333333
407,20 hp,2012,11,260,2409630,60,646704,200,1762926,2496474.66666667,578118,1918356.66666667,262.666666666667,51.3333333333333,211.333333333333,2512615.66666667,601837.666666667,1910778,261.333333333333,53.6666666666667,207.666666666667
408,20 hp,2012,12,262,2474402,30,315886,232,2158516,2493349.33333333,485802.666666667,2007546.66666667,265.333333333333,44.6666666666667,220.666666666667,2442825,512285.333333333,1930539.66666667,255,45.3333333333333,209.666666666667
409,20 hp,2013,1,230,2191832,62,667918,168,1523914,2358621.33333333,543502.666666667,1815118.66666667,250.666666666667,50.6666666666667,200,2382862.33333333,535439.666666667,1847422.66666667,250,48.3333333333333,201.666666666667
410,20 hp,2013,2,234,2465852,52,717972,182,1747880,2377362,567258.666666667,1810103.33333333,242,48,194,2436918.33333333,572688.333333333,1864230,252.333333333333,49.6666666666667,202.666666666667
411,20 hp,2013,3,256,2515576,36,416114,220,2099462,2391086.66666667,600668,1790418.66666667,240,50,190,2442218,543235.333333333,1898982.66666667,252.666666666667,47.3333333333333,205.333333333333
412,20 hp,2013,4,272,2636232,46,466864,226,2169368,2539220,533650,2005570,254,44.6666666666667,209.333333333333,2448920.66666667,538576.333333333,1910344.33333333,252.333333333333,47.6666666666667,204.666666666667
413,20 hp,2013,5,264,2732072,58,629324,206,2102748,2627960,504100.666666667,2123859.33333333,264,46.6666666666667,217.333333333333,2502661,535679.666666667,1966981.33333333,253,47.3333333333333,205.666666666667
414,20 hp,2013,6,228,2215362,50,534792,178,1680570,2527888.66666667,543660,1984228.66666667,254.666666666667,51.3333333333333,203.333333333333,2459487.66666667,572164,1887323.66666667,247.333333333333,50.6666666666667,196.666666666667
415,20 hp,2013,7,252,2544964,52,590388,200,1954576,2497466,584834.666666667,1912631.33333333,248,53.3333333333333,194.666666666667,2518343,559242.333333333,1959100.66666667,251,49,202
416,20 hp,2013,8,286,2904100,56,620036,230,2284064,2554808.66666667,581738.666666667,1973070,255.333333333333,52.6666666666667,202.666666666667,2591384.33333333,542919.666666667,2048464.66666667,259.666666666667,49.6666666666667,210
417,20 hp,2013,9,266,2589498,66,651384,200,1938114,2679520.66666667,620602.666666667,2058918,268,58,210,2603704.66666667,582131.333333333,2021573.33333333,261.333333333333,54.6666666666667,206.666666666667
418,20 hp,2013,10,278,2855068,36,416898,242,2438170,2782888.66666667,562772.666666667,2220116,276.666666666667,52.6666666666667,224,2640177.33333333,573803.666666667,2066373.66666667,262.333333333333,53,209.333333333333
419,20 hp,2013,11,228,2319514,48,547166,180,1772348,2588026.66666667,538482.666666667,2049544,257.333333333333,50,207.333333333333,2571417.66666667,560110.666666667,2011307,256.333333333333,51.3333333333333,205
420,20 hp,2013,12,306,3191144,80,960222,226,2230922,2788575.33333333,641428.666666667,2147146.66666667,270.666666666667,54.6666666666667,216,2734048,631015.666666667,2103032.33333333,269.333333333333,56.3333333333333,213
421,20 hp,2014,1,268,2639864,56,644174,212,1995690,2716840.66666667,717187.333333333,1999653.33333333,267.333333333333,61.3333333333333,206,2749864.66666667,639980,2109884.66666667,272,57,215
422,20 hp,2014,2,258,2596066,32,395704,226,2200362,2809024.66666667,666700,2142324.66666667,277.333333333333,56,221.333333333333,2698525.66666667,602591.333333333,2095934.33333333,267.333333333333,53,214.333333333333
423,20 hp,2014,3,224,2183574,38,428110,186,1755464,2473168,489329.333333333,1983838.66666667,250,42,208,2630871.66666667,565379,2065492.66666667,260.333333333333,48.3333333333333,212
424,20 hp,2014,4,298,2969774,54,627526,244,2342248,2583138,483780,2099358,260,41.3333333333333,218.666666666667,2649989.33333333,600483.666666667,2049505.66666667,263.666666666667,51.3333333333333,212.333333333333
425,20 hp,2014,5,208,2207038,32,344948.2,176,1862089.8,2453462,466861.4,1986600.6,243.333333333333,41.3333333333333,202,2631243.33333333,566780.7,2064462.63333333,260.333333333333,48.6666666666667,211.666666666667
426,20 hp,2014,6,292,3053596,64,707425.14,228,2346170.86,2743469.33333333,559966.446666667,2183502.88666667,266,50,216,2608318.66666667,524647.89,2083670.77666667,258,46,212
427,20 hp,2014,7,,,,,,,1753544.66666667,350791.113333333,1402753.55333333,166.666666666667,32,134.666666666667,2168341.33333333,417285.556666667,1751055.77666667,213.333333333333,36.6666666666667,176.666666666667
428,20 hp,2014,8,,,,,,,1017865.33333333,235808.38,782056.953333333,97.3333333333333,21.3333333333333,76,1735663.66666667,351334.89,1384328.77666667,170.333333333333,31.3333333333333,139
429,20 hp,2014,9,,,,,,,0,0,0,0,0,0,1371734.66666667,279983.223333333,1091751.44333333,133,25,108
430,20 hp,2014,10,,,,,,,0,0,0,0,0,0,876772.333333333,175395.556666667,701376.776666667,83.3333333333333,16,67.3333333333333
431,20 hp,2014,11,,,,,,,0,0,0,0,0,0,508932.666666667,117904.19,391028.476666667,48.6666666666667,10.6666666666667,38
432,20 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
433,200 hp,2009,1,84,4562596,34,1579402,50,2983194,4562596,1579402,2983194,84,34,50,760432.666666667,263233.666666667,497199,14,5.66666666666667,8.33333333333333
434,200 hp,2009,2,84,4195654,18,946052,66,3249602,4440282,1368285.33333333,3071996.66666667,84,28.6666666666667,55.3333333333333,1459708.33333333,420909,1038799.33333333,28,8.66666666666667,19.3333333333333
435,200 hp,2009,3,64,3205572,28,1438590,36,1766982,3987940.66666667,1321348,2666592.66666667,77.3333333333333,26.6666666666667,50.6666666666667,1993970.33333333,660674,1333296.33333333,38.6666666666667,13.3333333333333,25.3333333333333
436,200 hp,2009,4,48,2489636,10,569136,38,1920500,3296954,984592.666666667,2312361.33333333,65.3333333333333,18.6666666666667,46.6666666666667,2408909.66666667,755530,1653379.66666667,46.6666666666667,15,31.6666666666667
437,200 hp,2009,5,52,2498898,12,561788,40,1937110,2731368.66666667,856504.666666667,1874864,54.6666666666667,16.6666666666667,38,2825392.66666667,849161.333333333,1976231.33333333,55.3333333333333,17,38.3333333333333
438,200 hp,2009,6,92,4758200,24,1368922,68,3389278,3248911.33333333,833282,2415629.33333333,64,15.3333333333333,48.6666666666667,3618426,1077315,2541111,70.6666666666667,21,49.6666666666667
439,200 hp,2009,7,58,3097866,14,841218,44,2256648,3451654.66666667,923976,2527678.66666667,67.3333333333333,16.6666666666667,50.6666666666667,3374304.33333333,954284.333333333,2420020,66.3333333333333,17.6666666666667,48.6666666666667
440,200 hp,2009,8,50,2466386,20,1046062,30,1420324,3440817.33333333,1085400.66666667,2355416.66666667,66.6666666666667,19.3333333333333,47.3333333333333,3086093,970952.666666667,2115140.33333333,60.6666666666667,18,42.6666666666667
441,200 hp,2009,9,44,2117390,20,942360,24,1175030,2560547.33333333,943213.333333333,1617334,50.6666666666667,18,32.6666666666667,2904729.33333333,888247.666666667,2016481.66666667,57.3333333333333,16.6666666666667,40.6666666666667
442,200 hp,2009,10,58,2871008,16,835392,42,2035616,2484928,941271.333333333,1543656.66666667,50.6666666666667,18.6666666666667,32,2968291.33333333,932623.666666667,2035667.66666667,59,17.6666666666667,41.3333333333333
443,200 hp,2009,11,64,3166852,20,1018036,44,2148816,2718416.66666667,931929.333333333,1786487.33333333,55.3333333333333,18.6666666666667,36.6666666666667,3079617,1008665,2070952,61,19,42
444,200 hp,2009,12,80,3913390,18,1048552,62,2864838,3317083.33333333,967326.666666667,2349756.66666667,67.3333333333333,18,49.3333333333333,2938815.33333333,955270,1983545.33333333,59,18,41
445,200 hp,2010,1,54,2661330,14,673000,40,1988330,3247190.66666667,913196,2333994.66666667,66,17.3333333333333,48.6666666666667,2866059.33333333,927233.666666667,1938825.66666667,58.3333333333333,18,40.3333333333333
446,200 hp,2010,2,66,3269668,16,885592,50,2384076,3281462.66666667,869048,2412414.66666667,66.6666666666667,16,50.6666666666667,2999939.66666667,900488.666666667,2099451,61,17.3333333333333,43.6666666666667
447,200 hp,2010,3,60,3027354,12,572134,48,2455220,2986117.33333333,710242,2275875.33333333,60,14,46,3151600.33333333,838784.333333333,2312816,63.6666666666667,16,47.6666666666667
448,200 hp,2010,4,64,3051968,24,1260324,40,1791644,3116330,906016.666666667,2210313.33333333,63.3333333333333,17.3333333333333,46,3181760.33333333,909606.333333333,2272154,64.6666666666667,17.3333333333333,47.3333333333333
449,200 hp,2010,5,90,4545850,36,2002708,54,2543142,3541724,1278388.66666667,2263335.33333333,71.3333333333333,24,47.3333333333333,3411593.33333333,1073718.33333333,2337875,69,20,49
450,200 hp,2010,6,80,3777982,32,1735262,48,2042720,3791933.33333333,1666098,2125835.33333333,78,30.6666666666667,47.3333333333333,3389025.33333333,1188170,2200855.33333333,69,22.3333333333333,46.6666666666667
451,200 hp,2010,7,88,4287168,38,1772874,50,2514294,4203666.66666667,1836948,2366718.66666667,86,35.3333333333333,50.6666666666667,3659998.33333333,1371482.33333333,2288516,74.6666666666667,26.3333333333333,48.3333333333333
452,200 hp,2010,8,54,2669124,14,717220,40,1951904,3578091.33333333,1408452,2169639.33333333,74,28,46,3559907.66666667,1343420.33333333,2216487.33333333,72.6666666666667,26,46.6666666666667
453,200 hp,2010,9,82,3988284,24,1337870,58,2650414,3648192,1275988,2372204,74.6666666666667,25.3333333333333,49.3333333333333,3720062.66666667,1471043,2249019.66666667,76.3333333333333,28,48.3333333333333
454,200 hp,2010,10,102,4989920,30,1470794,72,3519126,3882442.66666667,1175294.66666667,2707148,79.3333333333333,22.6666666666667,56.6666666666667,4043054.66666667,1506121.33333333,2536933.33333333,82.6666666666667,29,53.6666666666667
455,200 hp,2010,11,82,4525074,26,1482664,56,3042410,4501092.66666667,1430442.66666667,3070650,88.6666666666667,26.6666666666667,62,4039592,1419447.33333333,2620144.66666667,81.3333333333333,27.3333333333333,54
456,200 hp,2010,12,128,6689526,48,2715582,80,3973944,5401506.66666667,1889680,3511826.66666667,104,34.6666666666667,69.3333333333333,4524849.33333333,1582834,2942015.33333333,89.3333333333333,30,59.3333333333333
457,200 hp,2011,1,74,4278054,26,1578348,48,2699706,5164218,1925531.33333333,3238686.66666667,94.6666666666667,33.3333333333333,61.3333333333333,4523330.33333333,1550413,2972917.33333333,87,28,59
458,200 hp,2011,2,74,4864918,16,956196,58,3908722,5277499.33333333,1750042,3527457.33333333,92,30,62,4889296,1590242.33333333,3299053.66666667,90.3333333333333,28.3333333333333,62
459,200 hp,2011,3,98,4995800,8,458564,90,4537236,4712924,997702.666666667,3715221.33333333,82,16.6666666666667,65.3333333333333,5057215.33333333,1443691.33333333,3613524,93,25.6666666666667,67.3333333333333
460,200 hp,2011,4,114,5767426,44,2312326,70,3455100,5209381.33333333,1242362,3967019.33333333,95.3333333333333,22.6666666666667,72.6666666666667,5186799.66666667,1583946.66666667,3602853,95,28,67
461,200 hp,2011,5,102,6180430,12,696208,90,5484222,5647885.33333333,1155699.33333333,4492186,104.666666666667,21.3333333333333,83.3333333333333,5462692.33333333,1452870.66666667,4009821.66666667,98.3333333333333,25.6666666666667,72.6666666666667
462,200 hp,2011,6,100,5710752,32,1528252,68,4182500,5886202.66666667,1512262,4373940.66666667,105.333333333333,29.3333333333333,76,5299563.33333333,1254982.33333333,4044581,93.6666666666667,23,70.6666666666667
463,200 hp,2011,7,106,5620800,32,1816668,74,3804132,5837327.33333333,1347042.66666667,4490284.66666667,102.666666666667,25.3333333333333,77.3333333333333,5523354.33333333,1294702.33333333,4228652,99,24,75
464,200 hp,2011,8,132,7668254,32,1905080,100,5763174,6333268.66666667,1750000,4583268.66666667,112.666666666667,32,80.6666666666667,5990577,1452849.66666667,4537727.33333333,108.666666666667,26.6666666666667,82
465,200 hp,2011,9,130,7281936,26,1486584,104,5795352,6856996.66666667,1736110.66666667,5120886,122.666666666667,30,92.6666666666667,6371599.66666667,1624186.33333333,4747413.33333333,114,29.6666666666667,84.3333333333333
466,200 hp,2011,10,140,8403220,50,2994526,90,5408694,7784470,2128730,5655740,134,36,98,6810898.66666667,1737886.33333333,5073012.33333333,118.333333333333,30.6666666666667,87.6666666666667
467,200 hp,2011,11,98,5474866,40,2275112,58,3199754,7053340.66666667,2252074,4801266.66666667,122.666666666667,38.6666666666667,84,6693304.66666667,2001037,4692267.66666667,117.666666666667,35.3333333333333,82.3333333333333
468,200 hp,2011,12,136,7356510,52,2992528,84,4363982,7078198.66666667,2754055.33333333,4324143.33333333,124.666666666667,47.3333333333333,77.3333333333333,6967597.66666667,2245083,4722514.66666667,123.666666666667,38.6666666666667,85
469,200 hp,2012,1,72,3852128,24,1432646,48,2419482,5561168,2233428.66666667,3327739.33333333,102,38.6666666666667,63.3333333333333,6672819,2181079.33333333,4491739.66666667,118,37.3333333333333,80.6666666666667
470,200 hp,2012,2,94,4997302,20,1160458,74,3836844,5401980,1861877.33333333,3540102.66666667,100.666666666667,32,68.6666666666667,6227660.33333333,2056975.66666667,4170684.66666667,111.666666666667,35.3333333333333,76.3333333333333
471,200 hp,2012,3,90,4572338,22,1220026,68,3352312,4473922.66666667,1271043.33333333,3202879.33333333,85.3333333333333,22,63.3333333333333,5776060.66666667,2012549.33333333,3763511.33333333,105,34.6666666666667,70.3333333333333
472,200 hp,2012,4,122,7172232,40,2366694,82,4805538,5580624,1582392.66666667,3998231.33333333,102,27.3333333333333,74.6666666666667,5570896,1907910.66666667,3662985.33333333,102,33,69
473,200 hp,2012,5,114,6550246,24,1358426,90,5191820,6098272,1648382,4449890,108.666666666667,28.6666666666667,80,5750126,1755129.66666667,3994996.33333333,104.666666666667,30.3333333333333,74.3333333333333
474,200 hp,2012,6,138,7947044,46,2598584,92,5348460,7223174,2107901.33333333,5115272.66666667,124.666666666667,36.6666666666667,88,5848548.33333333,1689472.33333333,4159076,105,29.3333333333333,75.6666666666667
475,200 hp,2012,7,82,4924616,22,1361286,60,3563330,6473968.66666667,1772765.33333333,4701203.33333333,111.333333333333,30.6666666666667,80.6666666666667,6027296.33333333,1677579,4349717.33333333,106.666666666667,29,77.6666666666667
476,200 hp,2012,8,92,4960914,34,1960116,58,3000798,5944191.33333333,1973328.66666667,3970862.66666667,104,34,70,6021231.66666667,1810855.33333333,4210376.33333333,106.333333333333,31.3333333333333,75
477,200 hp,2012,9,128,6919632,40,2306572,88,4613060,5601720.66666667,1875991.33333333,3725729.33333333,100.666666666667,32,68.6666666666667,6412447.33333333,1991946.33333333,4420501,112.666666666667,34.3333333333333,78.3333333333333
478,200 hp,2012,10,122,7176638,32,1956740,90,5219898,6352394.66666667,2074476,4277918.66666667,114,35.3333333333333,78.6666666666667,6413181.66666667,1923620.66666667,4489561,112.666666666667,33,79.6666666666667
479,200 hp,2012,11,118,7044790,42,2615268,76,4429522,7047020,2292860,4754160,122.666666666667,38,84.6666666666667,6495605.66666667,2133094.33333333,4362511.33333333,113.333333333333,36,77.3333333333333
480,200 hp,2012,12,158,9961630,58,3512100,100,6449530,8061019.33333333,2694702.66666667,5366316.66666667,132.666666666667,44,88.6666666666667,6831370,2285347,4546023,116.666666666667,38,78.6666666666667
481,200 hp,2013,1,84,4602536,24,1321590,60,3280946,7202985.33333333,2482986,4719999.33333333,120,41.3333333333333,78.6666666666667,6777690,2278731,4498959,117,38.3333333333333,78.6666666666667
482,200 hp,2013,2,114,6085094,34,1984282,80,4100812,6883086.66666667,2272657.33333333,4610429.33333333,118.666666666667,38.6666666666667,80,6965053.33333333,2282758.66666667,4682294.66666667,120.666666666667,38.3333333333333,82.3333333333333
483,200 hp,2013,3,168,8727594,46,2836376,122,5891218,6471741.33333333,2047416,4424325.33333333,122,34.6666666666667,87.3333333333333,7266380.33333333,2371059.33333333,4895321,127.333333333333,39.3333333333333,88
484,200 hp,2013,4,120,6716606,42,2611078,78,4105528,7176431.33333333,2477245.33333333,4699186,134,40.6666666666667,93.3333333333333,7189708.33333333,2480115.66666667,4709592.66666667,127,41,86
485,200 hp,2013,5,134,7599226,48,3218934,86,4380292,7681142,2888796,4792346,140.666666666667,45.3333333333333,95.3333333333333,7282114.33333333,2580726.66666667,4701387.66666667,129.666666666667,42,87.6666666666667
486,200 hp,2013,6,122,6821956,50,3026358,72,3795598,7045929.33333333,2952123.33333333,4093806,125.333333333333,46.6666666666667,78.6666666666667,6758835.33333333,2499769.66666667,4259065.66666667,123.666666666667,40.6666666666667,83
487,200 hp,2013,7,90,4900274,20,1255136,70,3645138,6440485.33333333,2500142.66666667,3940342.66666667,115.333333333333,39.3333333333333,76,6808458.33333333,2488694,4319764.33333333,124.666666666667,40,84.6666666666667
